locus_tag	ftype	length_bp	gene	EC_number	COG	product
HNJIGEIF_01940	CDS	999	pfkB	2.7.1.11	COG0524	ATP-dependent 6-phosphofructokinase
HNJIGEIF_01941	CDS	1506				SusD-like protein P38
HNJIGEIF_01942	CDS	3015				TonB-dependent receptor P3
HNJIGEIF_01943	CDS	834				hypothetical protein
HNJIGEIF_01944	CDS	774	srlR		COG1349	Glucitol operon repressor
HNJIGEIF_01945	CDS	447				hypothetical protein
HNJIGEIF_01946	CDS	306				hypothetical protein
HNJIGEIF_01947	CDS	741	ppa_2	3.6.1.1		Inorganic pyrophosphatase
HNJIGEIF_01948	CDS	2946	btuB_6			Vitamin B12 transporter BtuB
HNJIGEIF_01949	CDS	1779	cpdA_4	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HNJIGEIF_01950	CDS	1773				hypothetical protein
HNJIGEIF_01951	CDS	1035				hypothetical protein
HNJIGEIF_01952	CDS	333				hypothetical protein
HNJIGEIF_01953	CDS	666				hypothetical protein
HNJIGEIF_01954	CDS	426				hypothetical protein
HNJIGEIF_01955	CDS	816				hypothetical protein
HNJIGEIF_01956	CDS	462				hypothetical protein
HNJIGEIF_01957	tRNA	88				tRNA-Ser(cga)
HNJIGEIF_01958	CDS	147				hypothetical protein
HNJIGEIF_01959	CDS	108				hypothetical protein
HNJIGEIF_01960	CDS	3048	tolB_4			Tol-Pal system protein TolB
HNJIGEIF_01961	CDS	1080				IS110 family transposase ISOt5
HNJIGEIF_01962	CDS	528				hypothetical protein
HNJIGEIF_01963	CDS	363				hypothetical protein
HNJIGEIF_01964	CDS	474				hypothetical protein
HNJIGEIF_01965	CDS	177				hypothetical protein
HNJIGEIF_01966	CDS	615				hypothetical protein
HNJIGEIF_01967	CDS	867				hypothetical protein
HNJIGEIF_01968	CDS	768			COG3039	IS5 family transposase ISMac15
HNJIGEIF_01969	CDS	1521				hypothetical protein
HNJIGEIF_01970	CDS	1257				hypothetical protein
HNJIGEIF_01971	CDS	930				IS200/IS605 family transposase ISSoc14
HNJIGEIF_01972	CDS	396				hypothetical protein
HNJIGEIF_01973	CDS	507				hypothetical protein
HNJIGEIF_01974	CDS	357		2.3.1.-	COG0110	Putative acetyltransferase
HNJIGEIF_01975	CDS	417				hypothetical protein
HNJIGEIF_01976	CDS	630				hypothetical protein
HNJIGEIF_01977	CDS	1218				hypothetical protein
HNJIGEIF_01978	CDS	108				hypothetical protein
HNJIGEIF_01979	CDS	363				hypothetical protein
HNJIGEIF_01980	CDS	447				hypothetical protein
HNJIGEIF_01981	CDS	204	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
HNJIGEIF_01982	CDS	774	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HNJIGEIF_01983	CDS	1140				hypothetical protein
HNJIGEIF_01984	CDS	1230	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
HNJIGEIF_01985	CDS	540		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
HNJIGEIF_01986	CDS	873		2.7.1.-		putative ketoamine kinase
HNJIGEIF_01987	CDS	312	nqrF_2	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
HNJIGEIF_01988	CDS	225				hypothetical protein
HNJIGEIF_01989	CDS	1044		1.13.11.63		beta-carotene 15,15'-dioxygenase
HNJIGEIF_01990	CDS	1476	crtN_2	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
HNJIGEIF_01991	CDS	705	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
HNJIGEIF_01992	CDS	1383	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
HNJIGEIF_01993	CDS	1494				hypothetical protein
HNJIGEIF_01994	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
HNJIGEIF_01995	CDS	747	lytR_1		COG3279	Sensory transduction protein LytR
HNJIGEIF_01996	CDS	1140				hypothetical protein
HNJIGEIF_01997	CDS	738				hypothetical protein
HNJIGEIF_01998	CDS	969	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
HNJIGEIF_01999	CDS	837				hypothetical protein
HNJIGEIF_02000	tRNA	79				tRNA-Arg(ccg)
HNJIGEIF_02001	CDS	210				hypothetical protein
HNJIGEIF_02002	CDS	309				hypothetical protein
HNJIGEIF_02003	CDS	1080	bioB	2.8.1.6		Biotin synthase
HNJIGEIF_02004	CDS	891				hypothetical protein
HNJIGEIF_02005	CDS	399				hypothetical protein
HNJIGEIF_02006	CDS	2274	rcsC_19	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_02007	CDS	939	RBKS	2.7.1.15		Ribokinase
HNJIGEIF_02008	CDS	429				hypothetical protein
HNJIGEIF_02009	CDS	855				hypothetical protein
HNJIGEIF_02010	CDS	663	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
HNJIGEIF_02011	CDS	858	soj_1	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
HNJIGEIF_02012	CDS	327				hypothetical protein
HNJIGEIF_02013	CDS	1458				hypothetical protein
HNJIGEIF_02014	CDS	1191	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
HNJIGEIF_02015	CDS	657				hypothetical protein
HNJIGEIF_02016	CDS	564		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
HNJIGEIF_02017	CDS	561				hypothetical protein
HNJIGEIF_02018	CDS	1185	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
HNJIGEIF_02019	CDS	189				hypothetical protein
HNJIGEIF_02020	CDS	189				hypothetical protein
HNJIGEIF_02021	CDS	702				hypothetical protein
HNJIGEIF_02022	CDS	297				hypothetical protein
HNJIGEIF_02023	CDS	1299	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
HNJIGEIF_02024	CDS	600	pyrE_2	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HNJIGEIF_02025	CDS	861	tatC		COG0805	Sec-independent protein translocase protein TatC
HNJIGEIF_02026	CDS	1656				hypothetical protein
HNJIGEIF_02027	CDS	612				hypothetical protein
HNJIGEIF_02028	CDS	438				hypothetical protein
HNJIGEIF_02029	tRNA	77				tRNA-Arg(tcg)
HNJIGEIF_02030	CDS	903			COG0589	Universal stress protein/MSMEI_3859
HNJIGEIF_02031	CDS	2844	lptD_2			LPS-assembly protein LptD
HNJIGEIF_02032	CDS	984	glkA	2.7.1.2		Glucokinase
HNJIGEIF_02033	CDS	297				hypothetical protein
HNJIGEIF_02034	CDS	1290	eno	4.2.1.11		Enolase
HNJIGEIF_02035	CDS	1356				hypothetical protein
HNJIGEIF_02036	CDS	1386				hypothetical protein
HNJIGEIF_02037	CDS	1362				hypothetical protein
HNJIGEIF_02038	CDS	792	glgA	2.4.1.21		Glycogen synthase
HNJIGEIF_02039	CDS	627	natA_2	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
HNJIGEIF_02040	CDS	375				hypothetical protein
HNJIGEIF_02041	CDS	861				hypothetical protein
HNJIGEIF_02042	CDS	975				hypothetical protein
HNJIGEIF_02043	CDS	999	lipA	2.8.1.8	COG0320	Lipoyl synthase
HNJIGEIF_02044	CDS	555				hypothetical protein
HNJIGEIF_02045	CDS	1716	nfdA_2	3.5.1.91		N-substituted formamide deformylase
HNJIGEIF_02046	CDS	1389	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
HNJIGEIF_02047	CDS	1719	recN		COG0497	DNA repair protein RecN
HNJIGEIF_02048	CDS	3483	secA			Protein translocase subunit SecA
HNJIGEIF_02049	CDS	903				hypothetical protein
HNJIGEIF_02050	CDS	948	xerC_6		COG4973	Tyrosine recombinase XerC
HNJIGEIF_02051	CDS	183				hypothetical protein
HNJIGEIF_02052	CDS	1083	corA		COG0598	Cobalt/magnesium transport protein CorA
HNJIGEIF_02053	CDS	573				hypothetical protein
HNJIGEIF_02054	CDS	1047				hypothetical protein
HNJIGEIF_02055	CDS	741				hypothetical protein
HNJIGEIF_02056	CDS	885	mscS_3		COG0668	Small-conductance mechanosensitive channel
HNJIGEIF_02057	CDS	861				hypothetical protein
HNJIGEIF_02058	CDS	1833				hypothetical protein
HNJIGEIF_02059	CDS	1833				hypothetical protein
HNJIGEIF_02060	CDS	2130	hppA1	7.2.3.-	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
HNJIGEIF_02061	CDS	567	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
HNJIGEIF_02062	CDS	696				hypothetical protein
HNJIGEIF_02063	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HNJIGEIF_02064	tRNA	74				tRNA-Gln(ttg)
HNJIGEIF_02065	CDS	1284	MRI1	5.3.1.23		Methylthioribose-1-phosphate isomerase
HNJIGEIF_02066	CDS	1422	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
HNJIGEIF_02067	CDS	624				hypothetical protein
HNJIGEIF_02068	CDS	306	nfuA			Fe/S biogenesis protein NfuA
HNJIGEIF_02069	CDS	1125				Iron-sulfur cluster carrier protein
HNJIGEIF_02070	CDS	963	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
HNJIGEIF_02071	CDS	843	prmC_3	2.1.1.297		Release factor glutamine methyltransferase
HNJIGEIF_02072	CDS	735	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
HNJIGEIF_02073	CDS	825				hypothetical protein
HNJIGEIF_02074	CDS	984	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
HNJIGEIF_02075	CDS	966				hypothetical protein
HNJIGEIF_02076	CDS	681	aat	2.3.2.6		Leucyl/phenylalanyl-tRNA--protein transferase
HNJIGEIF_02077	CDS	516				hypothetical protein
HNJIGEIF_02078	CDS	1005	auaH	1.1.1.394		Aurachin B dehydrogenase
HNJIGEIF_02079	CDS	231				hypothetical protein
HNJIGEIF_02080	CDS	252				hypothetical protein
HNJIGEIF_02081	CDS	300				hypothetical protein
HNJIGEIF_02082	CDS	426				hypothetical protein
HNJIGEIF_02083	CDS	654				hypothetical protein
HNJIGEIF_02084	CDS	2073				hypothetical protein
HNJIGEIF_02085	CDS	3390	rcsC_20	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_02086	CDS	261				hypothetical protein
HNJIGEIF_02087	CDS	2826	rcsC_21	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_02088	CDS	1458	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_02089	CDS	2478	hdc	4.1.1.22		Histidine decarboxylase
HNJIGEIF_02090	CDS	486	fruA		COG1299	PTS system fructose-specific EIIABC component
HNJIGEIF_02091	CDS	1308	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
HNJIGEIF_02092	CDS	1236				hypothetical protein
HNJIGEIF_02093	CDS	429				hypothetical protein
HNJIGEIF_02094	CDS	1365				hypothetical protein
HNJIGEIF_02095	CDS	1455				hypothetical protein
HNJIGEIF_02096	CDS	1269				hypothetical protein
HNJIGEIF_02097	CDS	2562	btuB_7			Vitamin B12 transporter BtuB
HNJIGEIF_02098	CDS	237				hypothetical protein
HNJIGEIF_02099	CDS	1869	glgB_2	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
HNJIGEIF_02100	CDS	3381		2.7.1.8		Glucosamine kinase
HNJIGEIF_02101	CDS	2037	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
HNJIGEIF_02102	CDS	2184	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
HNJIGEIF_02103	CDS	1098	gfo	1.1.99.28		Glucose--fructose oxidoreductase
HNJIGEIF_02104	CDS	1866				hypothetical protein
HNJIGEIF_02105	CDS	2658				hypothetical protein
HNJIGEIF_02106	CDS	384	divK_2			Polar-differentiation response regulator DivK
HNJIGEIF_02107	CDS	678	kefC_4			Glutathione-regulated potassium-efflux system protein KefC
HNJIGEIF_02108	tRNA	76				tRNA-Met(cat)
HNJIGEIF_02109	CDS	309				hypothetical protein
HNJIGEIF_02110	CDS	1188				hypothetical protein
HNJIGEIF_02111	CDS	822				hypothetical protein
HNJIGEIF_02112	CDS	867				hypothetical protein
HNJIGEIF_02113	CDS	804				hypothetical protein
HNJIGEIF_02114	CDS	1830				hypothetical protein
HNJIGEIF_02115	CDS	417	groS_2			10 kDa chaperonin
HNJIGEIF_02116	CDS	93				hypothetical protein
HNJIGEIF_02117	CDS	750	pgl	3.1.1.31		6-phosphogluconolactonase
HNJIGEIF_02118	CDS	1059	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
HNJIGEIF_02119	CDS	747	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
HNJIGEIF_02120	CDS	213				hypothetical protein
HNJIGEIF_02121	CDS	945	btuF_2			Vitamin B12-binding protein
HNJIGEIF_02122	CDS	543				hypothetical protein
HNJIGEIF_02123	CDS	1188				hypothetical protein
HNJIGEIF_02124	CDS	1977	btuB_8			Vitamin B12 transporter BtuB
HNJIGEIF_02125	CDS	396				hypothetical protein
HNJIGEIF_02126	CDS	2007	rcsC_23	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_02127	CDS	849	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
HNJIGEIF_02128	CDS	960				hypothetical protein
HNJIGEIF_02129	CDS	684				hypothetical protein
HNJIGEIF_02130	CDS	702				hypothetical protein
HNJIGEIF_02131	CDS	648				hypothetical protein
HNJIGEIF_02132	CDS	1137			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
HNJIGEIF_02133	CDS	726		1.-.-.-		putative oxidoreductase
HNJIGEIF_02134	CDS	795				hypothetical protein
HNJIGEIF_02135	CDS	777	trmH_2	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
HNJIGEIF_02136	CDS	1623				hypothetical protein
HNJIGEIF_02137	CDS	492				hypothetical protein
HNJIGEIF_02138	CDS	381				hypothetical protein
HNJIGEIF_02139	CDS	1347	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
HNJIGEIF_02140	CDS	1194				hypothetical protein
HNJIGEIF_02141	CDS	564				hypothetical protein
HNJIGEIF_02142	CDS	513				hypothetical protein
HNJIGEIF_02143	CDS	258				hypothetical protein
HNJIGEIF_02144	CDS	678	xerC_7			Tyrosine recombinase XerC
HNJIGEIF_02145	CDS	2073	ligA	6.5.1.2	COG0272	DNA ligase
HNJIGEIF_02146	CDS	183				hypothetical protein
HNJIGEIF_02147	CDS	612				hypothetical protein
HNJIGEIF_02148	CDS	3561	smc_3		COG1196	Chromosome partition protein Smc
HNJIGEIF_02149	CDS	1116				hypothetical protein
HNJIGEIF_02150	CDS	225				hypothetical protein
HNJIGEIF_02151	CDS	153				hypothetical protein
HNJIGEIF_02152	CDS	2991				hypothetical protein
HNJIGEIF_02153	CDS	1149				hypothetical protein
HNJIGEIF_02154	CDS	141				hypothetical protein
HNJIGEIF_02155	CDS	1794	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
HNJIGEIF_02156	CDS	423				hypothetical protein
HNJIGEIF_02157	CDS	1533	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
HNJIGEIF_02158	CDS	297				hypothetical protein
HNJIGEIF_02159	CDS	1371				hypothetical protein
HNJIGEIF_02160	CDS	1383				hypothetical protein
HNJIGEIF_02161	CDS	249				hypothetical protein
HNJIGEIF_02162	CDS	1224	ald	1.4.1.1	COG0686	Alanine dehydrogenase
HNJIGEIF_02163	CDS	921				hypothetical protein
HNJIGEIF_02164	CDS	618				hypothetical protein
HNJIGEIF_02165	CDS	1545	lysS	6.1.1.6		Lysine--tRNA ligase
HNJIGEIF_02166	CDS	972	pal_2			Peptidoglycan-associated lipoprotein
HNJIGEIF_02167	CDS	255	rpsT		COG0268	30S ribosomal protein S20
HNJIGEIF_02168	CDS	897				hypothetical protein
HNJIGEIF_02169	CDS	501				hypothetical protein
HNJIGEIF_02170	CDS	312				hypothetical protein
HNJIGEIF_02171	CDS	315				hypothetical protein
HNJIGEIF_02172	CDS	1239	atpB			ATP synthase subunit a
HNJIGEIF_02173	CDS	231	atpE			ATP synthase subunit c
HNJIGEIF_02174	CDS	510	atpF			ATP synthase subunit b, sodium ion specific
HNJIGEIF_02175	CDS	573	atpH		COG0712	ATP synthase subunit delta
HNJIGEIF_02176	CDS	1656	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
HNJIGEIF_02177	CDS	927	atpG		COG0224	ATP synthase gamma chain
HNJIGEIF_02178	tRNA	92				tRNA-Ser(gct)
HNJIGEIF_02179	CDS	1479				hypothetical protein
HNJIGEIF_02180	CDS	1266	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
HNJIGEIF_02181	CDS	1221				hypothetical protein
HNJIGEIF_02182	CDS	807	btuF_3			Vitamin B12-binding protein
HNJIGEIF_02183	CDS	1071				hypothetical protein
HNJIGEIF_02184	CDS	1476	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
HNJIGEIF_02185	CDS	1188				hypothetical protein
HNJIGEIF_02186	CDS	3927	mdtB_2			Multidrug resistance protein MdtB
HNJIGEIF_02187	CDS	1155	mdtE_2			Multidrug resistance protein MdtE
HNJIGEIF_02188	CDS	1683				hypothetical protein
HNJIGEIF_02189	CDS	702				hypothetical protein
HNJIGEIF_02190	CDS	1344	ubiB_1	2.7.-.-		protein kinase UbiB
HNJIGEIF_02191	CDS	639				hypothetical protein
HNJIGEIF_02192	CDS	1305	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
HNJIGEIF_02193	CDS	432	yccU		COG1832	putative protein YccU
HNJIGEIF_02194	CDS	2592	leuS	6.1.1.4		Leucine--tRNA ligase
HNJIGEIF_02195	CDS	759	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
HNJIGEIF_02196	CDS	579	efp		COG0231	Elongation factor P
HNJIGEIF_02197	CDS	630	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
HNJIGEIF_02198	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
HNJIGEIF_02199	CDS	1215		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
HNJIGEIF_02200	CDS	1248				hypothetical protein
HNJIGEIF_02201	CDS	537				hypothetical protein
HNJIGEIF_02202	CDS	1617				hypothetical protein
HNJIGEIF_02203	CDS	1068				hypothetical protein
HNJIGEIF_02204	CDS	798				hypothetical protein
HNJIGEIF_02205	CDS	2697	tolB_5			Tol-Pal system protein TolB
HNJIGEIF_02206	CDS	795				hypothetical protein
HNJIGEIF_02207	CDS	777	ybfF	3.1.-.-	COG0596	Esterase YbfF
HNJIGEIF_02208	CDS	804	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HNJIGEIF_02209	CDS	1005				hypothetical protein
HNJIGEIF_02210	tRNA	74				tRNA-Arg(cct)
HNJIGEIF_02211	CDS	201				hypothetical protein
HNJIGEIF_02212	CDS	750	dinG_2	3.1.-.-		3'-5' exonuclease DinG
HNJIGEIF_02213	CDS	1386				hypothetical protein
HNJIGEIF_02214	CDS	471				hypothetical protein
HNJIGEIF_02215	CDS	840	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HNJIGEIF_02216	CDS	1203				hypothetical protein
HNJIGEIF_02217	CDS	555				hypothetical protein
HNJIGEIF_02218	CDS	654	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
HNJIGEIF_02219	CDS	270				hypothetical protein
HNJIGEIF_02220	CDS	684				hypothetical protein
HNJIGEIF_02221	CDS	1161	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
HNJIGEIF_02222	CDS	2829	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
HNJIGEIF_02223	CDS	846				hypothetical protein
HNJIGEIF_02224	CDS	789	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
HNJIGEIF_02225	CDS	876				hypothetical protein
HNJIGEIF_02226	CDS	279	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
HNJIGEIF_02227	CDS	339	clpS			ATP-dependent Clp protease adapter protein ClpS
HNJIGEIF_02228	CDS	1203	tolB_6			Tol-Pal system protein TolB
HNJIGEIF_02229	CDS	210	cspG		COG1278	Cold shock-like protein CspG
HNJIGEIF_02230	CDS	213				hypothetical protein
HNJIGEIF_02231	CDS	201				hypothetical protein
HNJIGEIF_02232	CDS	843	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
HNJIGEIF_02233	CDS	159				hypothetical protein
HNJIGEIF_02234	CDS	1968	dnaG	2.7.7.-	COG0358	DNA primase
HNJIGEIF_02235	CDS	1842				hypothetical protein
HNJIGEIF_02236	CDS	699	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
HNJIGEIF_02237	CDS	330				hypothetical protein
HNJIGEIF_02238	CDS	462				hypothetical protein
HNJIGEIF_02239	CDS	738				hypothetical protein
HNJIGEIF_02240	CDS	1398				hypothetical protein
HNJIGEIF_02241	CDS	1674				hypothetical protein
HNJIGEIF_02242	CDS	312				hypothetical protein
HNJIGEIF_02243	CDS	3501	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
HNJIGEIF_02244	CDS	1143	xylA	5.3.1.5		Xylose isomerase
HNJIGEIF_02245	CDS	1503	xylB	2.7.1.17	COG1070	Xylulose kinase
HNJIGEIF_02246	CDS	1167				hypothetical protein
HNJIGEIF_02247	CDS	1671				hypothetical protein
HNJIGEIF_02248	CDS	828	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HNJIGEIF_02249	CDS	348				hypothetical protein
HNJIGEIF_02250	CDS	1689	argS	6.1.1.19		Arginine--tRNA ligase
HNJIGEIF_02251	CDS	135				hypothetical protein
HNJIGEIF_02252	CDS	321				hypothetical protein
HNJIGEIF_02253	CDS	1371	rarA		COG2256	Replication-associated recombination protein A
HNJIGEIF_02254	CDS	861		2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
HNJIGEIF_02255	CDS	564				hypothetical protein
HNJIGEIF_02256	CDS	1347	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
HNJIGEIF_02257	CDS	1698				hypothetical protein
HNJIGEIF_02258	CDS	870				hypothetical protein
HNJIGEIF_02259	CDS	645	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
HNJIGEIF_02260	CDS	852				hypothetical protein
HNJIGEIF_02261	CDS	894	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HNJIGEIF_02262	CDS	2553				hypothetical protein
HNJIGEIF_02263	CDS	1317				hypothetical protein
HNJIGEIF_02264	CDS	1803	pglK	7.5.2.5	COG1132	Protein glycosylation K
HNJIGEIF_02265	CDS	840				hypothetical protein
HNJIGEIF_02266	CDS	891				hypothetical protein
HNJIGEIF_02267	CDS	1182	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HNJIGEIF_02268	CDS	963				hypothetical protein
HNJIGEIF_02269	CDS	993				hypothetical protein
HNJIGEIF_02270	CDS	1074	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
HNJIGEIF_02271	CDS	1071	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
HNJIGEIF_02272	CDS	684	ftsE		COG2884	Cell division ATP-binding protein FtsE
HNJIGEIF_02273	CDS	990				hypothetical protein
HNJIGEIF_02274	CDS	480				hypothetical protein
HNJIGEIF_02275	CDS	378				hypothetical protein
HNJIGEIF_02276	CDS	1557				hypothetical protein
HNJIGEIF_02277	CDS	519				hypothetical protein
HNJIGEIF_02278	CDS	1023	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
HNJIGEIF_02279	CDS	1551	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HNJIGEIF_02280	CDS	357				hypothetical protein
HNJIGEIF_02281	CDS	672				hypothetical protein
HNJIGEIF_02282	CDS	321	yidD			Putative membrane protein insertion efficiency factor
HNJIGEIF_02283	CDS	384	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
HNJIGEIF_02284	CDS	1437	putP		COG0591	High-affinity proline transporter PutP
HNJIGEIF_02285	CDS	150				hypothetical protein
HNJIGEIF_02286	CDS	621				hypothetical protein
HNJIGEIF_02287	CDS	1362	steT_2		COG0531	Serine/threonine exchanger SteT
HNJIGEIF_02288	CDS	495	crtK-2		COG3476	Tryptophan-rich protein TspO
HNJIGEIF_02289	CDS	1530				hypothetical protein
HNJIGEIF_02290	CDS	204				hypothetical protein
HNJIGEIF_02291	CDS	426				hypothetical protein
HNJIGEIF_02292	CDS	930				hypothetical protein
HNJIGEIF_02293	CDS	1176	rip3		COG0517	Putative zinc metalloprotease Rip3
HNJIGEIF_02294	CDS	1431	pyk	2.7.1.40	COG0469	Pyruvate kinase
HNJIGEIF_02295	CDS	2973	cpoB_3			Cell division coordinator CpoB
HNJIGEIF_02296	CDS	2028	ftsH_3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HNJIGEIF_02297	CDS	375	rpsL			30S ribosomal protein S12
HNJIGEIF_02298	CDS	474	rpsG			30S ribosomal protein S7
HNJIGEIF_02299	CDS	2121	fusA_2		COG0480	Elongation factor G
HNJIGEIF_02300	CDS	159				hypothetical protein
HNJIGEIF_02301	CDS	480				hypothetical protein
HNJIGEIF_02302	CDS	969				hypothetical protein
HNJIGEIF_02303	CDS	2175	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
HNJIGEIF_02304	CDS	5007	rcsC_24	2.7.13.3		Sensor histidine kinase RcsC
HNJIGEIF_02305	CDS	1944				hypothetical protein
HNJIGEIF_02306	CDS	210				hypothetical protein
HNJIGEIF_02307	CDS	234				hypothetical protein
HNJIGEIF_02308	CDS	1620				hypothetical protein
HNJIGEIF_02309	CDS	879	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HNJIGEIF_02310	CDS	921				hypothetical protein
HNJIGEIF_02311	CDS	474				hypothetical protein
HNJIGEIF_02312	CDS	963	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
HNJIGEIF_02313	CDS	1326				hypothetical protein
HNJIGEIF_02314	CDS	684				hypothetical protein
HNJIGEIF_02315	CDS	639				hypothetical protein
HNJIGEIF_02316	CDS	255				hypothetical protein
HNJIGEIF_02317	CDS	1098				hypothetical protein
HNJIGEIF_02318	CDS	579	resA_3			Thiol-disulfide oxidoreductase ResA
HNJIGEIF_02319	CDS	639				hypothetical protein
HNJIGEIF_02320	CDS	1596				hypothetical protein
HNJIGEIF_02321	CDS	1836				hypothetical protein
HNJIGEIF_02322	CDS	318				hypothetical protein
HNJIGEIF_02323	CDS	615				hypothetical protein
